type,role,mac,rssi,rate,sig_mode,mcs,bandwidth,smoothing,not_sounding,aggregation,stbc,fec_coding,sgi,noise_floor,ampdu_cnt,channel,secondary_channel,local_timestamp,ant,sig_len,rx_state,real_time_set,real_timestamp,len,CSI_DATA
CSI_DATA,PASSIVE,3E:82:C0:FC:05:08,-77,11,0,0,0,0,0,0,0,0,0,-96,0,6,0,2528782,0,212,0,0,2.87592,128,[-44 64 13 0 -22 -12 -21 -19 -15 -5 1 -19 -4 -6 -7 -19 -8 -6 2 -17 -3 -1 -3 -13 -13 -18 -14 -12 -9 -15 -3 3 -1 -7 -9 -10 -14 -11 5 -10 -8 -13 -13 1 -1 -15 -2 -12 1 -7 5 -7 -4 -17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 -8 6 0 -1 -8 9 -7 5 -9 7 -4 2 -1 1 2 -3 -1 -12 -7 -13 -9 -13 -17 -11 -9 -14 -6 -14 -14 -16 -7 -16 -9 -17 -8 -25 -12 -15 -10 -21 -14 -22 0 -30 -8 -26 3 -26 -13 -21 -8 ]
CSI_DATA,PASSIVE,3E:82:C0:FC:05:0A,-77,11,0,0,0,0,0,0,0,0,0,-96,0,6,0,2529123,0,212,0,0,2.91045,128,[-44 64 13 0 -1 19 5 16 1 21 -7 14 2 12 -19 30 -1 20 -5 23 -13 18 -12 8 -4 17 0 12 1 12 -5 13 -18 12 -6 21 -4 16 -14 16 -5 12 -3 9 -6 13 -9 26 -11 13 -10 10 5 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -12 -6 -12 -9 -14 -14 -17 -9 6 0 -6 -2 -6 5 -3 2 -3 11 -4 8 8 5 2 14 1 11 8 18 -2 24 1 21 6 19 3 20 6 25 2 8 4 38 -3 22 7 18 10 30 14 29 16 29 ]
CSI_DATA,PASSIVE,3E:82:C0:FC:05:0D,-77,11,0,0,0,0,0,0,0,0,0,-96,0,6,0,2581617,0,212,0,0,2.9495,128,[-44 64 13 0 -35 -2 -27 -6 -24 -18 -20 -8 -14 -15 -11 -4 -17 -6 -19 -8 -14 -19 -15 1 -14 3 -15 -9 -5 0 -13 -3 -9 16 -9 1 -14 13 -8 -4 -17 -11 -7 -1 -17 6 -16 6 -24 5 -29 -4 -5 -3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 6 1 1 11 3 10 1 7 -1 7 -9 -4 -1 -1 -3 -17 -3 -11 -8 -9 -9 -13 -12 -19 -4 -21 -11 -12 -11 -20 -7 -15 -13 -28 -14 -19 -16 -31 -6 -27 -1 -30 13 -27 -3 -25 5 -25 -11 -28 5 ]
CSI_DATA,PASSIVE,3E:82:C0:FC:05:0D,-77,11,0,0,0,0,0,0,0,0,0,-96,0,6,0,16611993,0,30,0,0,16.9557,128,[30 -32 1 0 -29 -34 -31 -26 -25 -29 -14 -30 -10 -30 -5 -25 -18 -32 -17 -20 -15 -14 -13 -20 -17 -1 -11 -8 -3 -4 -6 2 -27 2 3 -5 6 -2 -1 1 -4 1 4 1 2 2 3 14 -2 3 -8 3 10 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 10 -1 4 8 4 -5 18 2 15 -1 15 4 9 -2 16 3 2 -10 7 -14 18 -2 11 -19 5 -11 5 -19 5 -17 1 -26 -8 -23 -14 -14 -12 -15 -18 -13 -20 -35 -24 -23 -23 -21 -19 -37 -30 -37 -23 ]
CSI_DATA,PASSIVE,3E:82:C0:FC:05:08,-76,11,0,0,0,0,0,0,0,0,0,-96,0,6,0,26541408,0,212,0,0,26.8854,128,[-44 64 13 0 -8 7 -17 4 -3 13 0 9 1 22 6 20 6 15 18 12 3 17 8 0 26 13 22 6 13 -4 22 -8 12 -6 13 -8 5 3 -2 -13 10 -9 -5 -23 13 -8 10 -9 10 -4 3 -1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -22 -2 -28 -13 -26 -13 -17 1 -13 -17 -19 -9 -16 -17 -23 -12 -19 -30 -22 -22 -1 -19 -11 -12 -5 -20 -8 -21 -9 -21 -1 -19 -1 -13 -6 -8 -13 -10 -9 -20 -17 -12 -23 -11 -29 -20 -20 -15 -18 -5 -17 -6 ]
CSI_DATA,PASSIVE,3E:82:C0:FC:05:0D,-78,11,0,0,0,0,0,0,0,0,0,-96,0,6,0,47740527,0,212,0,0,48.0845,128,[-44 64 13 0 -25 19 -20 15 -14 14 -22 13 -13 10 -26 12 -15 17 -5 9 -23 19 -18 15 0 17 -7 13 -1 15 5 9 6 12 3 7 1 7 -1 7 6 9 7 4 5 -10 7 -3 7 -5 10 8 9 -6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -3 -10 11 1 14 -4 21 -10 16 -9 7 -5 20 0 23 3 22 6 18 13 15 14 11 9 15 9 17 5 -1 14 21 8 4 5 1 6 -3 0 3 3 0 7 -1 8 -2 3 -9 23 -14 23 -12 17 ]
CSI_DATA,PASSIVE,3E:82:C0:FC:05:0A,-78,11,0,0,0,0,0,0,0,0,0,-96,0,6,0,53555651,0,212,0,0,53.8996,128,[-44 64 13 0 -31 -25 -17 -19 -22 -11 -14 -27 -28 -22 -19 -11 -29 -6 -17 -14 -25 -6 -21 1 -25 -4 -15 0 -2 -11 -21 -1 6 1 -10 5 -7 0 7 12 2 3 -5 2 2 6 -3 4 2 12 8 20 2 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 18 -7 2 -11 14 -7 16 -14 18 -6 16 -5 8 -17 16 -24 7 -19 4 -17 4 -10 6 -11 7 -17 0 -11 5 -6 0 -5 -1 -10 -7 -10 -1 -14 -1 -7 -9 -26 -15 -18 -19 -19 -14 -8 -20 ]
CSI_DATA,PASSIVE,3E:82:C0:FC:05:0D,-76,11,0,0,0,0,0,0,0,0,0,-96,0,6,0,53577370,0,212,0,0,53.9323,128,[-44 64 13 0 -49 -13 -36 4 -43 -8 -36 8 -32 2 -21 10 -30 9 -23 -2 -13 4 -28 11 -23 6 -15 3 3 21 -4 9 8 20 6 16 5 17 -5 5 8 7 4 4 3 0 7 -6 14 0 9 -1 17 -6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 32 15 9 4 18 -2 24 2 8 1 35 4 21 -4 26 -32 22 -24 21 -7 34 -10 19 -14 13 0 24 -14 7 -3 -7 0 -6 -6 15 -23 6 -21 8 -18 -4 -16 3 -18 6 -24 3 -22 11 -19 7 ]
CSI_DATA,PASSIVE,3E:82:C0:FC:05:0D,-78,11,0,0,0,0,0,0,0,0,0,-96,0,6,0,56548247,0,30,0,0,56.892,128,[30 -32 1 0 -25 17 -22 9 -8 20 -21 14 -10 12 -14 12 -11 20 -13 19 -2 16 3 5 7 10 -6 17 -6 3 6 6 7 1 6 9 -3 -8 0 -2 -1 0 2 -2 -16 5 -7 3 -8 -3 -11 -2 -11 -5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -16 3 -5 7 -13 4 -18 11 -11 11 -11 -1 -18 3 -19 8 -16 8 -22 6 -15 -11 -18 9 -20 13 -16 2 -10 19 -19 10 -12 9 -8 1 -17 10 -14 8 -12 2 -15 5 -14 16 -19 13 -27 14 -25 16 ]
CSI_DATA,PASSIVE,3E:82:C0:FC:05:0D,-76,11,0,0,0,0,0,0,0,0,0,-96,0,6,0,68528068,0,98,0,0,68.8719,128,[98 32 6 0 1 -20 5 -28 10 -28 3 -27 0 -30 3 -24 -11 -29 -7 -12 -10 -7 -8 -8 -8 -4 -11 -5 0 -4 -13 5 2 1 -2 -5 5 -2 -9 4 -3 2 -6 3 -1 2 -14 6 4 14 1 17 -4 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -10 5 -4 9 -7 9 -7 6 -6 4 -8 6 -21 16 -14 11 -21 2 -15 -2 -23 -11 -18 0 -31 -4 -32 1 -22 -2 -20 -5 -10 -3 -16 -13 -6 -7 -11 -8 -12 3 -10 -12 -7 -25 -9 -22 -9 -26 -7 -28 ]
CSI_DATA,PASSIVE,3E:82:C0:FC:05:08,-77,11,0,0,0,0,0,0,0,0,0,-96,0,6,0,68563403,0,212,0,0,68.9074,128,[-44 64 13 0 -23 12 -35 9 -31 4 -17 10 -16 11 -15 30 -4 11 -3 11 -3 11 -3 4 11 6 4 8 0 6 1 -5 7 -3 8 -11 4 -12 8 -9 7 0 -13 -9 5 -10 -12 -15 -2 -5 -9 -17 -13 -20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 -7 7 -12 8 -13 12 -12 9 -13 17 -8 14 -12 16 -26 12 -11 18 -16 26 -34 13 -3 16 -9 10 -18 11 -14 12 -16 9 -7 9 -15 5 -18 8 -10 13 -1 15 -18 7 -10 7 -7 14 -34 17 ]
CSI_DATA,PASSIVE,3E:82:C0:FC:05:0A,-77,11,0,0,0,0,0,0,0,0,0,-96,0,6,0,68563744,0,212,0,0,68.9449,128,[-44 64 13 0 28 26 31 32 20 24 33 21 17 25 25 14 25 5 15 11 21 -4 14 -18 6 -10 8 15 -5 -21 -5 -7 7 -4 1 -1 1 -5 11 -6 -8 -1 -14 -4 -5 -4 -7 -6 -17 8 -15 -7 -22 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 -15 6 -13 12 -20 10 -6 14 -20 25 -3 12 -7 32 -5 15 -16 24 -15 26 -20 21 -5 31 -6 13 1 22 7 21 -7 14 -11 21 -11 23 -2 8 -10 19 9 19 13 26 -2 17 11 32 10 25 11 ]
CSI_DATA,PASSIVE,3E:82:C0:FC:05:0D,-75,11,0,0,0,0,0,0,0,0,0,-96,0,6,0,68630432,0,212,0,0,68.9857,128,[-44 64 13 0 -37 -6 -30 -2 -21 1 -16 3 -23 13 -18 9 -13 15 -4 6 -12 8 -3 19 2 14 6 14 -1 5 -2 10 -9 10 -4 -4 2 -6 5 -1 1 -6 -5 -11 2 -19 0 -3 0 -20 -3 -17 -1 -16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 8 0 13 -15 3 -3 9 -11 8 -18 12 -27 10 -24 3 -23 9 -28 16 -19 10 -17 5 -12 12 -15 10 -12 9 -12 0 -7 -1 -12 3 -7 1 -15 10 -21 0 -11 15 -8 2 -18 6 -9 -3 -28 9 ]
CSI_DATA,PASSIVE,3E:82:C0:FC:05:0D,-77,11,0,0,0,0,0,0,0,0,0,-96,0,6,0,70575999,0,98,0,0,70.9198,128,[98 32 6 0 -17 -27 -24 -29 -21 -24 -16 -12 -10 -14 -3 -10 -25 -8 -18 -4 -20 -11 -10 1 -9 11 -4 9 -6 3 -4 6 4 -11 2 10 6 -4 14 -17 -3 -3 7 -3 3 0 26 -12 7 -14 7 -8 18 -2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -8 -2 -18 -4 -8 -10 -19 -2 -12 -2 -22 -3 -20 1 -14 -12 -13 -4 -25 -4 -17 -12 -28 -10 -28 -21 -18 -10 -23 -10 -25 -13 -11 -10 -15 -14 -8 -17 -12 -1 2 -17 -19 -13 -14 -5 -14 -13 -25 -13 -4 -19 ]
CSI_DATA,PASSIVE,3E:82:C0:FC:05:0D,-77,11,0,0,0,0,0,0,0,0,0,-96,0,6,0,74672120,0,212,0,0,75.0161,128,[-44 64 13 0 -12 -30 -16 -32 2 -15 -16 -28 -11 -11 -20 -7 -18 -4 -10 -9 -11 -12 -11 -1 -24 12 -20 -7 -11 0 -10 6 6 -5 7 -1 11 6 5 -2 5 0 8 7 11 -13 13 -5 10 -13 17 -8 13 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -3 -7 -12 -3 -6 -10 -9 -6 -15 -12 -10 -15 -20 -23 -5 -15 -17 -8 -13 -26 -25 -26 -15 -27 -7 -16 -7 -32 -6 -21 -13 -6 -10 -10 -8 -14 0 -15 -9 -19 -17 -7 -11 -19 -6 -18 -12 -18 -1 -19 -2 -15 ]
CSI_DATA,PASSIVE,3E:82:C0:FC:05:08,-76,11,0,0,0,0,0,0,0,0,0,-96,0,6,0,77640016,0,212,0,0,77.984,128,[-44 64 13 0 26 12 28 10 12 14 10 10 8 17 -3 19 -11 20 -2 18 12 11 10 8 1 31 11 18 14 13 -7 21 -4 13 11 10 -4 14 3 12 2 12 6 6 0 8 4 16 -4 19 -16 8 -8 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 13 9 2 0 8 5 6 12 9 11 14 6 17 15 1 7 9 12 -3 5 9 17 13 32 -8 21 -4 44 4 25 -9 23 -7 24 8 27 10 29 -17 20 -6 7 3 36 -6 11 -14 29 -13 11 3 ]
CSI_DATA,PASSIVE,3E:82:C0:FC:05:08,-75,11,0,0,0,0,0,0,0,0,0,-96,0,6,0,80567260,0,212,0,0,80.9113,128,[-44 64 13 0 -25 18 -16 15 -33 10 -24 7 -20 7 -8 13 -32 5 -12 2 -24 -2 -15 -4 -18 9 -1 -4 -31 0 -21 -2 -21 2 -11 3 -13 -1 -20 5 -11 9 -7 9 -7 4 -14 -9 -16 2 -11 0 -2 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -12 -10 -8 -7 -12 -1 -6 0 -9 -3 1 -1 -9 6 -11 -2 -12 6 -3 12 3 10 -4 15 -13 19 -19 15 -28 28 -25 20 -9 22 -14 29 -5 32 -14 30 -5 24 4 27 -2 15 -6 15 -10 31 -6 26 ]
CSI_DATA,PASSIVE,3E:82:C0:FC:05:0D,-78,11,0,0,0,0,0,0,0,0,0,-96,0,6,0,80611383,0,212,0,0,80.9554,128,[-44 64 13 0 17 34 -7 25 -3 22 -27 19 4 19 -18 15 -25 4 -24 8 -11 9 -9 15 -16 12 1 5 -14 0 -22 16 -18 3 -10 -10 -11 13 -16 20 -5 19 -19 4 -24 0 -8 14 -17 8 -15 -2 -16 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -13 13 -4 26 -5 7 -14 5 -20 -1 -13 12 2 5 -14 2 8 30 11 23 4 9 16 21 -1 17 27 21 8 33 5 33 14 28 22 33 12 26 20 34 26 29 3 27 7 31 15 34 10 13 13 25 ]
CSI_DATA,PASSIVE,3E:82:C0:FC:05:0D,-76,11,0,0,0,0,0,0,0,0,0,-96,0,6,0,83581615,0,212,0,0,83.9256,128,[-44 64 13 0 -14 19 -21 17 -19 5 -22 6 -16 4 -15 -7 -25 -6 -25 0 -23 -3 0 0 -8 -9 -22 -3 -16 -8 -18 0 -21 -5 -20 -2 -22 1 -22 -4 -1 7 -17 0 -2 -6 4 -10 -10 -3 -2 -4 -1 -3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -10 1 -9 -2 -11 -2 -10 -8 1 -5 -14 3 0 -2 0 19 -13 5 -10 11 -12 9 -14 23 7 18 -5 28 -10 29 -10 24 -4 23 -15 23 -6 28 -7 22 0 32 -15 34 -3 30 -2 37 0 31 -4 30 ]
CSI_DATA,PASSIVE,3E:82:C0:FC:05:08,-77,11,0,0,0,0,0,0,0,0,0,-96,0,6,0,86574011,0,212,0,0,86.918,128,[-44 64 13 0 3 -18 38 -4 27 -4 29 -18 5 -8 8 -2 34 9 21 7 21 10 16 10 20 10 10 -5 31 2 10 0 2 6 12 -6 9 -22 7 -5 14 11 17 3 16 7 17 1 8 6 4 4 2 -2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 27 0 1 5 25 -7 0 -12 22 0 1 5 1 -13 18 -13 0 -17 11 -16 14 -21 10 -42 -10 -31 14 -27 15 -26 1 -37 10 -36 11 -33 17 -44 0 -39 18 -33 -2 -35 -9 -30 -4 -37 15 -40 16 -46 ]
CSI_DATA,PASSIVE,3E:82:C0:FC:05:0A,-77,11,0,0,0,0,0,0,0,0,0,-96,0,6,0,86574460,0,212,0,0,86.9489,128,[-44 64 13 0 5 15 -1 37 -12 19 -10 20 -11 24 1 21 -12 10 -11 23 -14 15 -10 8 -19 13 0 13 -6 10 -5 17 -25 15 -12 5 -3 14 -7 6 0 12 -11 13 -6 11 -8 9 -9 7 -5 18 10 -7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -7 -13 -4 -5 -4 -7 -13 -6 -18 3 -13 -2 -9 -1 -9 4 -8 11 -8 13 1 15 -17 22 8 15 11 35 -2 21 -5 28 -7 24 -1 23 -1 32 3 37 12 22 9 17 21 29 18 28 18 24 13 32 ]
CSI_DATA,PASSIVE,3E:82:C0:FC:05:0D,-76,11,0,0,0,0,0,0,0,0,0,-96,0,6,0,107646730,0,212,0,0,107.991,128,[-44 64 13 0 3 1 -10 -6 -10 -4 -4 3 11 15 7 7 12 8 11 14 11 13 14 9 15 5 18 6 5 4 19 -2 13 3 24 7 10 -1 9 -6 20 -17 13 3 18 -2 16 -1 6 3 11 -1 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 18 -7 26 -5 26 -14 17 -7 16 -6 15 -20 19 -24 14 -24 5 -18 12 -11 5 -20 0 -23 1 -11 -3 -21 -9 -23 0 -25 7 -19 -18 -28 -3 -17 -4 -34 -9 -25 -9 -21 5 -38 3 -27 18 -22 16 ]
